@runq_delay_us: 
[2, 4)               400 |@@@@@@                                              |
[8K, 16K)           2079 |                                                    |
[16K, 32K)           693 |                                                    |
[32K, 64K)           326 |                                                    |
[64K, 128K)           87 |                                                    |
[128K, 256K)          31 |                                                    |
[256K, 512K)          12 |                                                    |
[512K, 1M)             3 |                                                    |

@ctx_switches: 32128270
@runq_delay_us: 
[1]               334521 |@@                                                  |
[2, 4)           5200083 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@      |
[4, 8)           5818303 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)          2778078 |@@@@@@@@@@@@@@@@@@@@@@@@                            |
[16, 32)         2413489 |@@@@@@@@@@@@@@@@@@@@@                               |
[32, 64)         1539329 |@@@@@@@@@@@@@                                       |
[64, 128)         833820 |@@@@@@@                                             |
[128, 256)        690420 |@@@@@@                                              |
[256, 512)        509100 |@@@@                                                |
[512, 1K)         308949 |@@                                                  |
[1K, 2K)          119321 |@                                                   |
[2K, 4K)           54989 |                                                    |
[4K, 8K)            9582 |                                                    |
[8K, 16K)           2079 |                                                    |
[16K, 32K)           694 |                                                    |
[32K, 64K)           326 |                                                    |
[64K, 128K)           87 |                                                    |
[128K, 256K)          31 |                                                    |
[256K, 512K)          12 |                                                    |
[512K, 1M)             3 |                                                    |

@ctx_switches: 32261939
@runq_delay_us: 
[1]               340037 |@@@                                                 |
[2, 4)           5232079 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@      |
[4, 8)           5838001 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)          2787553 |@@@@@@@@@@@@@@@@@@@@@@@@                            |
[16, 32)         2423146 |@@@@@@@@@@@@@@@@@@@@@                               |
[32, 64)         1543654 |@@@@@@@@@@@@@                                       |
[64, 128)         835038 |@@@@@@@                                             |
[128, 256)        691063 |@@@@@@                                              |
[256, 512)        509446 |@@@@                                                |
[512, 1K)         309111 |@@                                                  |
